BHAVA,RASI,GRAHA,LAGNA,Graha in Sign in House,Bepin’s Text,Ownership of the Graha,Sign in House,Graha in House,Graham in Sign,Ascendant of the chart in question,Line #,,,,,,,,,,,,
10,Aries,Venus,Cancer Ascendant,Venus in Aries in 10,"When VENUS occupies this sign, the native is very passionate and thus comes into direct contact with people; his primary contact with society arises from his sensitivity to the weaknesses and needs of others. The fine arts, musical talent, painting and dancing are some of the possible expressions of the inner experience of beauty which surrounds this individual, but the precise form in which the experience is externalized will depend upon the individual's perception of what society needs at the moment. It may take shapes as diverse as religious teaching and guidance on one hand, or prostitution and pornography on the other, or it could simply make the native very cooperative in the office. What is important is sensitivity to the nee<ls, weaknesses and desires of other people. With this position of Venus, there will invariably be tremendous strain on the individual, which may le.ad to nervous breakdown or some other psycho­ physical reaction to social interaction.",Owns Houses 11 and 4,Aries in 10,Venus in 10,Venus in Aries,Cancer Ascendant,1084,,,,,,,,,,,,
10,Aries,Mars,Cancer Ascendant,Mars in Aries in 10,"MARS in this sign will make the individual indomitable, always victorious over his enemies, and capable of surmounting any obstacle. Restlessness will be pronounced. The native will feel miserable if he has nothing to do, and only that which makes him physically active and useful to society through identification with an ideal or a cause can satisfy him. He will be successful, whether in civic life or on the battlefield. He must have a challenge, involvement, and a cause for which to live.",Owns Houses 10 and 5,Aries in 10,Mars in 10,Mars in Aries,Cancer Ascendant,1085,,,,,,,,,,,,
10,Aries,Jupiter,Cancer Ascendant,Jupiter in Aries in 10,"JUPITER will enable the individual to develop his personal qualities. He will not lack courage and valor, but his primary achievements will be in the spiritual life. He will be learned, obedient to his parents and the state; his actions will be ethical, and he will always be engaged in doing good to others, even when others are uncharitable to him.",Owns Houses 6 and 9,Aries in 10,Jupiter in 10,Jupiter in Aries,Cancer Ascendant,1086,,,,,,,,,,,,
10,Aries,Saturn,Cancer Ascendant,Saturn in Aries in 10,"SATURN will make the individual down-to-earth, measuring the use­ fulness of everything in terms of its impact on everyday living. Saturn itself will have the capacity to destroy everything that is personally satisfying to the individual, but will make him always conscious of the needs of the other person. Personally, his life will be much restricted, with all conveniences denied to him, but his mind will remain unimpaired, alert to the minutest detail and capable of setting right a badly damaged machine or a thoroughly broken human spirit. He will sometimes rise to sublime heights in whatever he does, but then fall, having been denied the essential material for success. Though he stands on solid ground, his mind dwells in the ether, and thus the solid earth beneath his feet suddenly collapses and he feels suspended in emptiness. This is how Saturn in debilitation makes the individual miserable materially in order to reveal to him his spiritual reality.",Owns Houses 7 and 8,Aries in 10,Saturn in 10,Saturn in Aries,Cancer Ascendant,1087,,,,,,,,,,,,
10,Aries,Rahu,Cancer Ascendant,Rahu in Aries in 10,RAHU in this sign makes the individual hard-boiled but zealous in whatever he does. He may become a religious fanatic.,Owns Houses 1 and ,Aries in 10,Rahu in 10,Rahu in Aries,Cancer Ascendant,1088,,,,,,,,,,,,
10,Aries,Ketu,Cancer Ascendant,Ketu in Aries in 10,"KETU will make the individual unable to enjoy any situation in which he is placed. He will instantly perceive the shallowness of any relationship and become detached. No situation can make him feel whole-heartedly involved, and thus he will always feel lost. He will be precocious, detached, and philosophical, all suggesting a lonely life.",Owns Houses 6 and 9,Aries in 10,Ketu in 10,Ketu in Aries,Cancer Ascendant,1089,,,,,,,,,,,,
10,Taurus,Sun,Leo Ascendant,Sun in Taurus in 10,"With the SUN in this sign there is great turmoil, and the individual",Owns Houses 1 and ,Taurus in 10,Sun in 10,Sun in Taurus,Leo Ascendant,1090,,,,,,,,,,,,
10,Taurus,Moon,Leo Ascendant,Moon in Taurus in 10,"The MOON in this sign and house will bestow some of its best results. The individual born wider this influence will have no adversaries. Who­ soever comes into his sphere will become his great admirer, friend, supporter, and perhaps even his follower. His arguments will be so persuasive that no one will think of opposing him. He will be a great organizer, and his renown and respectability will extend far and wide.",Owns Houses 12 and ,Taurus in 10,Moon in 10,Moon in Taurus,Leo Ascendant,1091,,,,,,,,,,,,
10,Taurus,Mercury,Leo Ascendant,Mercury in Taurus in 10,"MERCURY will make the individua! very rich, very much in demand socially, and possessed of a great intellect. No one will equal him in legal matters, as a debater he will always excel, and as a diplomatic negotiator he will be unrivaled. If he engages in commerce or business, he will earn a great deal of money. He will have few, if any, enemies.",Owns Houses 11 and 2,Taurus in 10,Mercury in 10,Mercury in Taurus,Leo Ascendant,1092,,,,,,,,,,,,
10,Taurus,Venus,Leo Ascendant,Venus in Taurus in 10,"VENUS in this sign is very powerful and bestows special merits on the individual. His abilities, sociability, and demeanor are so captivating that he will be a natural leader in society. Such a person is born into a particular family or society for some special purpose, and in the discharge of that task he enjoys easy success and enormous support from the people.",Owns Houses 10 and 3,Taurus in 10,Venus in 10,Venus in Taurus,Leo Ascendant,1093,,,,,,,,,,,,
10,Taurus,Mars,Leo Ascendant,Mars in Taurus in 10,"MARS in this sign makes the individual full of life, a great supporter of religious and social activities, a skilled surgeon, and a passionate lover. He raises the status of his family and society.",Owns Houses 9 and 4,Taurus in 10,Mars in 10,Mars in Taurus,Leo Ascendant,1094,,,,,,,,,,,,
10,Taurus,Jupiter,Leo Ascendant,Jupiter in Taurus in 10,"JUPITER in Taurus in the Tenth house will protect the social status of the individual and guide his progress in life through thick and thin. He will have admirable relationships with his children, family members, and elders. He will look after his parents and attain a very high status in his career. He will be wealthy. His interest in religious activities will be explicit, but his involvement in amorous alliances will also be noteworthy. But whatever he does, or in whatever situation he may find himself, there will be an invisible hand protecting his prestige and respectability.",Owns Houses 5 and 8,Taurus in 10,Jupiter in 10,Jupiter in Taurus,Leo Ascendant,1095,,,,,,,,,,,,
10,Taurus,Saturn,Leo Ascendant,Saturn in Taurus in 10,"SATURN in this sign will draw the individual towards occultism in the true sense of the word. His attainment in this field will be very high, but he will not display it to the world at large. He himself will be detached from everything external and material. He will be a great traveler and will consider the whole world his home. He will give comfort to others, but his life will seem barren, indigent, and full of hardships if measured only with the yardstick of material success.",Owns Houses 6 and 7,Taurus in 10,Saturn in 10,Saturn in Taurus,Leo Ascendant,1096,,,,,,,,,,,,
10,Taurus,Rahu,Leo Ascendant,Rahu in Taurus in 10,"RAHU in this position attains its exaltation, thereby bestowing all that is good and auspicious in this shadowy planet. The greatest contribution it makes is to enlighten the individual spiritually: initiation into secret religious orders is possible under this impulse. An individual under the impact of Rahu often makes a very just arbitrator, an efficient healer, and a great traveler. His external life is very simple, but his inner life is rich and full.",Owns Houses 12 and ,Taurus in 10,Rahu in 10,Rahu in Taurus,Leo Ascendant,1097,,,,,,,,,,,,
10,Taurus,Ketu,Leo Ascendant,Ketu in Taurus in 10,"KETU can make the individual confused or psychologically disturbed, and prone to alternative expressions of sexuality.",Owns Houses 5 and 8,Taurus in 10,Ketu in 10,Ketu in Taurus,Leo Ascendant,1098,,,,,,,,,,,,
10,Gemini,Sun,Virgo Ascendant,Sun in Gemini in 10,"The SUN in this sign will make the individual very bright, drawing him to an administrative career and illuminating his mind in such a way that he succeeds in attaining social status. His heart will be in his work and he will travel widely.",Owns Houses 12 and ,Gemini in 10,Sun in 10,Sun in Gemini,Virgo Ascendant,1099,,,,,,,,,,,,
10,Gemini,Moon,Virgo Ascendant,Moon in Gemini in 10,"When the MOON occupies Gemini in the Tenth, the individual be­ comes part of the social elite and is renowned for his literary genius. Such a person often becomes a poet, literary figure, or art critic. A successful chartered accountant, legal practitioner, businessman engaged in interna­tional trade and commerce, or a maritime insurance agent may often be found under this combination.",Owns Houses 11 and ,Gemini in 10,Moon in 10,Moon in Gemini,Virgo Ascendant,1100,,,,,,,,,,,,
10,Gemini,Mercury,Virgo Ascendant,Mercury in Gemini in 10,"MERCURY in this sign makes the individual soft-spoken, intelligent, a skillful negotiator, a legal expert, and highly social. Well-respected in society, considerate to family members and friends and an extensive traveler, such an individual generally leads society in some special field. ",Owns Houses 10 and 1,Gemini in 10,Mercury in 10,Mercury in Gemini,Virgo Ascendant,1101,,,,,,,,,,,,
10,Gemini,Venus,Virgo Ascendant,Venus in Gemini in 10,"With VENUS in this position, coveted social status comes unexpect­edly and money flows to the individual without any impediment. He is much respected and obeyed and his sociability and diplomacy are both of an extraordinary nature.",Owns Houses 9 and 2,Gemini in 10,Venus in 10,Venus in Gemini,Virgo Ascendant,1102,,,,,,,,,,,,
10,Gemini,Mars,Virgo Ascendant,Mars in Gemini in 10,"MARS in this position will make the individual disliked by his associates; he will be very argumentative. His technological skills and his spirit of exploration may not be recognized or rewarded, and his profes­sional career may sometimes fall under a cloud.",Owns Houses 8 and 3,Gemini in 10,Mars in 10,Mars in Gemini,Virgo Ascendant,1103,,,,,,,,,,,,
10,Gemini,Jupiter,Virgo Ascendant,Jupiter in Gemini in 10,"Through the influence of his spouse, the individual attains social and professional eminence when JUPITER occupies Gemini in the Tenth. Under this impulse the individual becomes religious in the conventional sense, and is devoted to both his mother and his guru. He is always protected in any kind of difficulty.",Owns Houses 4 and 7,Gemini in 10,Jupiter in 10,Jupiter in Gemini,Virgo Ascendant,1104,,,,,,,,,,,,
10,Gemini,Saturn,Virgo Ascendant,Saturn in Gemini in 10,SATURN will cause the children of the native lo attain eminence in a foreign land; he himself will be considered an expert in international law. Psychologically he will feel greatly fettered; he seldom receives opportu­nities to express his special expertise. Occasionally he suffers serious setbacks in his career.,Owns Houses 5 and 6,Gemini in 10,Saturn in 10,Saturn in Gemini,Virgo Ascendant,1105,,,,,,,,,,,,
10,Gemini,Rahu,Virgo Ascendant,Rahu in Gemini in 10,"RAHU shapes an individual who, under affliction, may be psycholog­ically unbalanced or engaged in surreptitious anti-social activities. He may not be respected in society and may be considered a dangerous person to associate with.",Owns Houses 11 and ,Gemini in 10,Rahu in 10,Rahu in Gemini,Virgo Ascendant,1106,,,,,,,,,,,,
10,Gemini,Ketu,Virgo Ascendant,Ketu in Gemini in 10,KETU in this sign and house implies a challenging situation with regard to the native's peace of mind and personal ethics. Other people may find it difficult to make friends with him.,Owns Houses 4 and 7,Gemini in 10,Ketu in 10,Ketu in Gemini,Virgo Ascendant,1107,,,,,,,,,,,,
10,Cancer,Sun,Libra Ascendant,Sun in Cancer in 10,"The SUN occupying this sign provides vitality to the native's social interaction. Intellectually, he is versatile to the point of genius. It is not just his social eminence which attracts people to him, but the fact that he himself is always concerned with helping and working for others. His sense of responsibility is enormous; whenever he accepts the responsibil­ity for any task, he will certainly see it to its successful completion. His organizing skill is so extraordinary, his personality so commanding, and his conduct so ethical that everyone from whom he requires service or work willingly cooperates with him.",Owns Houses 11 and ,Cancer in 10,Sun in 10,Sun in Cancer,Libra Ascendant,1108,,,,,,,,,,,,
10,Cancer,Moon,Libra Ascendant,Moon in Cancer in 10,"With the MOON in this sign, peace descends upon the individual. There is no tension in him, and whoever comes in contact with him feels specially charmed. He does not command, but he is so pious and sympa­thetic that his wish becomes more compelling than any direct order could be. His associates are of high intelligence, moral conduct, and purity of intention. In one•s associations, a persons own character may be re­flected, thus those who are of shady character fall out with the native. Professionally, he goes through changes; his output is variable; he travels extensively. He may write beautiful poetry blending mysticism and romance.",Owns Houses 10 and ,Cancer in 10,Moon in 10,Moon in Cancer,Libra Ascendant,1109,,,,,,,,,,,,
10,Cancer,Mercury,Libra Ascendant,Mercury in Cancer in 10,"MERCURY draws the native toward mundane relationships; there may be a display of affluence, interest in social status, mental exhibitionism and general covetousness. The individual under such an influence, how­ ever, will also be learned in religious scripture and classical literature. He will be widely known and attain eminence even in foreign countries.",Owns Houses 9 and 12,Cancer in 10,Mercury in 10,Mercury in Cancer,Libra Ascendant,1110,,,,,,,,,,,,
10,Cancer,Venus,Libra Ascendant,Venus in Cancer in 10,"When VENUS occupies this sign, there is a great urge for sensual pleasure and sexual gratification, which becomes the chief motivating factor in the native's social interactions. His interest and skill in the fine arts, his musical talent, and his eminent social status are all directed towards securing personal pleasure.",Owns Houses 8 and 1,Cancer in 10,Venus in 10,Venus in Cancer,Libra Ascendant,1111,,,,,,,,,,,,
10,Cancer,Mars,Libra Ascendant,Mars in Cancer in 10,"MARS in this sign will lead the individual away from altruism and immerse him in vigorously selfish material endeavors, earning more money and attaining more status. He will neglect his family, be unmindful of his children, and even risk his own health ill order to attain what be wants. His spouse will control his social and professional career.",Owns Houses 7 and 2,Cancer in 10,Mars in 10,Mars in Cancer,Libra Ascendant,1112,,,,,,,,,,,,
10,Cancer,Jupiter,Libra Ascendant,Jupiter in Cancer in 10,"JUPITER in Cancer in the Tenth house will bestow a career which is respectable, comfortable, and full of travel opportunities. The individual, however, will be primarily concerned with his family happiness. Contrary to general belief, the exaltation of Jupiter in the Tenth is not very conducive to mental peace, stability, social relationships, or smooth progress in one's profession. Often there is a dissatisfaction with material involvements; adversaries afflict the individual in a major way and his health suffers thereby. Considerable change and fluctuation occurs in his personal fortune.",Owns Houses 3 and 6,Cancer in 10,Jupiter in 10,Jupiter in Cancer,Libra Ascendant,1113,,,,,,,,,,,,
10,Cancer,Saturn,Libra Ascendant,Saturn in Cancer in 10,"SATURN in this position produces a person who has almost transcended the limitations of his personality and who is inspired to work for a cause. His detachment gives him vitality, clarity, and direction. This planetary position unifies the emotional nature with one•s training and with one's involvement in social interaction. The native commands great respect from people, especially because of his integrity of character.",Owns Houses 4 and 5,Cancer in 10,Saturn in 10,Saturn in Cancer,Libra Ascendant,1114,,,,,,,,,,,,
10,Cancer,Rahu,Libra Ascendant,Rahu in Cancer in 10,"RAHU is found in this sign and house only when the individual has some karmic mission in life. He is able to mobilize his followers and associates for the attainment of unconventional objects in life. Society may not see the wisdom of his activities and may even view him with some distaste, but the final outcome of his efforts will have an enduring effect. He regards himself as less important than h:s work, which he wants people to appreciate and recognize.",Owns Houses 10 and ,Cancer in 10,Rahu in 10,Rahu in Cancer,Libra Ascendant,1115,,,,,,,,,,,,
10,Cancer,Ketu,Libra Ascendant,Ketu in Cancer in 10,KETU leads to psychic perception; a sense of the unusual pervades,Owns Houses 3 and 6,Cancer in 10,Ketu in 10,Ketu in Cancer,Libra Ascendant,1116,,,,,,,,,,,,
10,Leo,Sun,Scorpio Ascendant,Sun in Leo in 10,"The SUN in this sign enables the individual to attain high social status,",Owns Houses 10 and ,Leo in 10,Sun in 10,Sun in Leo,Scorpio Ascendant,1117,,,,,,,,,,,,
10,Leo,Moon,Scorpio Ascendant,Moon in Leo in 10,With the MOON in this position there is some control over the erratic,Owns Houses 9 and ,Leo in 10,Moon in 10,Moon in Leo,Scorpio Ascendant,1118,,,,,,,,,,,,
10,Leo,Mercury,Scorpio Ascendant,Mercury in Leo in 10,MERCURY will disturb the native; difficulties in regard to earning money will be accompanied by physical and mental illnesses.,Owns Houses 8 and 11,Leo in 10,Mercury in 10,Mercury in Leo,Scorpio Ascendant,1119,,,,,,,,,,,,
10,Leo,Venus,Scorpio Ascendant,Venus in Leo in 10,VENUS in this sign at worst may make the individual a moral wreck. He may defend upon his spouse for sustenance and devote much of his life to wasteful activities.,Owns Houses 7 and 12,Leo in 10,Venus in 10,Venus in Leo,Scorpio Ascendant,1120,,,,,,,,,,,,
10,Leo,Mars,Scorpio Ascendant,Mars in Leo in 10,"With MARS in this sign, the individual will be engaged in the furtherance of his personal whims and caprices.",Owns Houses 6 and 1,Leo in 10,Mars in 10,Mars in Leo,Scorpio Ascendant,1121,,,,,,,,,,,,
10,Leo,Jupiter,Scorpio Ascendant,Jupiter in Leo in 10,"JUPITER will introduce some order and method to the native's life. He will be religious, devoted to his children and family, and considerate to society. He will be rich, respectable, and engaged in the teaching profession.",Owns Houses 2 and 5,Leo in 10,Jupiter in 10,Jupiter in Leo,Scorpio Ascendant,1122,,,,,,,,,,,,
10,Leo,Saturn,Scorpio Ascendant,Saturn in Leo in 10,"SATURN may negatively affect the family status, create disaffection between siblings, and break the marriage tie. The individual will bum with an intense desire to achieve some supreme position or high ideal, but social conditions will seldom enable him to succeed. His dreams and visions will often be destroyed.",Owns Houses 3 and 4,Leo in 10,Saturn in 10,Saturn in Leo,Scorpio Ascendant,1123,,,,,,,,,,,,
10,Leo,Rahu,Scorpio Ascendant,Rahu in Leo in 10,RAHU in this sign will make the individual a leader of the working class who champions the canse of the downtrodden and the oppressed.,Owns Houses 9 and ,Leo in 10,Rahu in 10,Rahu in Leo,Scorpio Ascendant,1124,,,,,,,,,,,,
10,Leo,Ketu,Scorpio Ascendant,Ketu in Leo in 10,KETU will make the native a philosopher who is concerned with ultimate truth but all too inclined to think much and do little.,Owns Houses 2 and 5,Leo in 10,Ketu in 10,Ketu in Leo,Scorpio Ascendant,1125,,,,,,,,,,,,
10,Virgo,Sun,Sagittarius Ascendant,Sun in Virgo in 10,"With the SUN in this position, the individual may be a great planner, producing something unique in a very appealing manner which will be easily accepted by people.",Owns Houses 9 and ,Virgo in 10,Sun in 10,Sun in Virgo,Sagittarius Ascendant,1126,,,,,,,,,,,,
10,Virgo,Moon,Sagittarius Ascendant,Moon in Virgo in 10,"With the MOON here, the individual will be able to extract from the unknown depths a message which will inspire and guide society during a period of moral crisis. He will acquire an effective command of public speaking and as an author he will be exemplary, driving his message straight to the heart and mind.",Owns Houses 8 and ,Virgo in 10,Moon in 10,Moon in Virgo,Sagittarius Ascendant,1127,,,,,,,,,,,,
10,Virgo,Mercury,Sagittarius Ascendant,Mercury in Virgo in 10,"With MERCURY in this sign the individual attains a special combination for greatness. He becomes a leader of society, much respected for his thought and wisdom. His life will be harmonious and inspiring.",Owns Houses 7 and 10,Virgo in 10,Mercury in 10,Mercury in Virgo,Sagittarius Ascendant,1128,,,,,,,,,,,,
10,Virgo,Venus,Sagittarius Ascendant,Venus in Virgo in 10,"When VENUS occupies this position the individual will have difficul­ties in maintaining his social statuS. He will be accused of charges which run contrary to the general make-up of his personality. He will, however, be able to maintain a decent living and become renowned for his intellec­tual qualities.",Owns Houses 6 and 11,Virgo in 10,Venus in 10,Venus in Virgo,Sagittarius Ascendant,1129,,,,,,,,,,,,
10,Virgo,Mars,Sagittarius Ascendant,Mars in Virgo in 10,MARS will provide drive to the native's social relationships. He will be engaged in technological programs and may go abroad on some official mission. His contacts from overseas will be very helpful to him.,Owns Houses 5 and 12,Virgo in 10,Mars in 10,Mars in Virgo,Sagittarius Ascendant,1130,,,,,,,,,,,,
10,Virgo,Jupiter,Sagittarius Ascendant,Jupiter in Virgo in 10,"A happy, respectable, well-satisfied person is  born when JUPITER",Owns Houses 1 and 4,Virgo in 10,Jupiter in 10,Jupiter in Virgo,Sagittarius Ascendant,1131,,,,,,,,,,,,
10,Virgo,Saturn,Sagittarius Ascendant,Saturn in Virgo in 10,"SATURN will enable the individual to receive unexpected wealth and family support, but he will also have unexpected setbacks in his career.",Owns Houses 2 and 3,Virgo in 10,Saturn in 10,Saturn in Virgo,Sagittarius Ascendant,1132,,,,,,,,,,,,
10,Virgo,Rahu,Sagittarius Ascendant,Rahu in Virgo in 10,RAHU will shape an individual who may lack judgement and who often associates with undesirable characters.,Owns Houses 8 and ,Virgo in 10,Rahu in 10,Rahu in Virgo,Sagittarius Ascendant,1133,,,,,,,,,,,,
10,Virgo,Ketu,Sagittarius Ascendant,Ketu in Virgo in 10,"KETU will activate the native's thinking principle, but he may not be very interested in producing anything concrete.",Owns Houses 1 and 4,Virgo in 10,Ketu in 10,Ketu in Virgo,Sagittarius Ascendant,1134,,,,,,,,,,,,
10,Libra,Sun,Capricorn Ascendant,Sun in Libra in 10,"When the SUN occupies this sign, the individual often suffers from some unknown affliction which paralyzes his relationship with society. He develops professional difficulties, and a lack of stability in his mental composure may become evident.",Owns Houses 8 and ,Libra in 10,Sun in 10,Sun in Libra,Capricorn Ascendant,1135,,,,,,,,,,,,
10,Libra,Moon,Capricorn Ascendant,Moon in Libra in 10,"With the MOON here, the native receives support from his marriage partner. His mind is cool and his social relationships are balanced. He is very creative his musical and artistic talents are appreciated.",Owns Houses 7 and ,Libra in 10,Moon in 10,Moon in Libra,Capricorn Ascendant,1136,,,,,,,,,,,,
10,Libra,Mercury,Capricorn Ascendant,Mercury in Libra in 10,"When MERCURY occupies this sign, the individual becomes very learned, religious, and polished. He is respected and does a great deal of social work. His children are very helpful and he attains a highly coveted status in his profession.",Owns Houses 6 and 9,Libra in 10,Mercury in 10,Mercury in Libra,Capricorn Ascendant,1137,,,,,,,,,,,,
10,Libra,Venus,Capricorn Ascendant,Venus in Libra in 10,"When VENUS occupies this sign, the personal morality of the native, is not of a very high order, but he is very intellectual. His creative output, especially in visionary or imaginative literature, is substantial. He be­comes part of the social elite and his hospitality is well-known.",Owns Houses 5 and 10,Libra in 10,Venus in 10,Venus in Libra,Capricorn Ascendant,1138,,,,,,,,,,,,
10,Libra,Mars,Capricorn Ascendant,Mars in Libra in 10,"MARS makes the individual rich, active, passionate, and warm­ hearted, though he generally suffers unhappiness from his children. He will acquire sudden fame, perhaps for his engineering and technological skills.",Owns Houses 4 and 11,Libra in 10,Mars in 10,Mars in Libra,Capricorn Ascendant,1139,,,,,,,,,,,,
10,Libra,Jupiter,Capricorn Ascendant,Jupiter in Libra in 10,"JUPITER does not produce very desirable results. The individual suffers from contradictions in his life. Though he may obtain what others covet, he will fail to get what he really wants. He has plenty of money, but may also incur the wrath of a large number of people. His respectabil­ity and fame extend far and wide.",Owns Houses 12 and 3,Libra in 10,Jupiter in 10,Jupiter in Libra,Capricorn Ascendant,1140,,,,,,,,,,,,
10,Libra,Saturn,Capricorn Ascendant,Saturn in Libra in 10,"SATURN gives its best results in this sign because of its exaltation. The official status of the native rises very high. He attains a dignified position in some international concern, employing a large number of workers. He becomes a leader of his people, but will also be known for his sexual liaisons.",Owns Houses 1 and 2,Libra in 10,Saturn in 10,Saturn in Libra,Capricorn Ascendant,1141,,,,,,,,,,,,
10,Libra,Rahu,Capricorn Ascendant,Rahu in Libra in 10,"RAHU when afflicted may produce mental unbalance, servitude, or a tendency to become involved in underhanded dealings.",Owns Houses 7 and ,Libra in 10,Rahu in 10,Rahu in Libra,Capricorn Ascendant,1142,,,,,,,,,,,,
10,Libra,Ketu,Capricorn Ascendant,Ketu in Libra in 10,KETU often opens the native up to alternative sexual preferences or produces awkward social behavior.,Owns Houses 12 and 3,Libra in 10,Ketu in 10,Ketu in Libra,Capricorn Ascendant,1143,,,,,,,,,,,,
10,Scorpio,Sun,Aquarius Ascendant,Sun in Scorpio in 10,When the SUN occupies this sign. the individual's interest in occult sciences is greatly intensified. But more important will be his ability to engage himself energetically and whole-heartedly in official business. The support of his spouse will be helpful to him in his activities.,Owns Houses 7 and ,Scorpio in 10,Sun in 10,Sun in Scorpio,Aquarius Ascendant,1144,,,,,,,,,,,,
10,Scorpio,Moon,Aquarius Ascendant,Moon in Scorpio in 10,"With the MOON, the native gets into difficulties and does not often attain a very prestigious position. His mind is often troubled, and he may be unable to support his family comfortably.",Owns Houses 6 and ,Scorpio in 10,Moon in 10,Moon in Scorpio,Aquarius Ascendant,1145,,,,,,,,,,,,
10,Scorpio,Mercury,Aquarius Ascendant,Mercury in Scorpio in 10,"With MERCURY the native is able to attain a gooJ social position and demonstrate efficiency in his work. His aptitude for the medical profes­sion, engineering1 and criminal law will be pronounced.",Owns Houses 5 and 8,Scorpio in 10,Mercury in 10,Mercury in Scorpio,Aquarius Ascendant,1146,,,,,,,,,,,,
10,Scorpio,Venus,Aquarius Ascendant,Venus in Scorpio in 10,VENUS in the Tenth house in Scorpio will enable the individual to secure a good job. He will be interested in his work and be able to maintain his family in comfort. He will be respected and will pay due regard to the prevailing social code and to good relationships. He will be successful in life.,Owns Houses 4 and 9,Scorpio in 10,Venus in 10,Venus in Scorpio,Aquarius Ascendant,1147,,,,,,,,,,,,
10,Scorpio,Mars,Aquarius Ascendant,Mars in Scorpio in 10,"MARS in this position will raise the individual to great heights unexpectedly. He will be impulsive in his behavior, but his activities will be much appreciated by the people; his children, however, will create complications in his life.",Owns Houses 3 and 10,Scorpio in 10,Mars in 10,Mars in Scorpio,Aquarius Ascendant,1148,,,,,,,,,,,,
10,Scorpio,Jupiter,Aquarius Ascendant,Jupiter in Scorpio in 10,"JUPITER here enables the native to acquire occult wisdom and to discover the hidden knowledge through extensive research, though he may experience difficulties in th.is pursuit. As a teacher, he may be highly successful, especially because of his wisdom, his religious attitude, and his personal character. Financially, however, he may not be affluent. His name may be long remembered for his contributions to sacred science. ",Owns Houses 11 and 2,Scorpio in 10,Jupiter in 10,Jupiter in Scorpio,Aquarius Ascendant,1149,,,,,,,,,,,,
10,Scorpio,Saturn,Aquarius Ascendant,Saturn in Scorpio in 10,A sterling character and a quality of detachment characterize the person whose  SATURN occupies the Tenth house in Scorpio.,Owns Houses 12 and 1,Scorpio in 10,Saturn in 10,Saturn in Scorpio,Aquarius Ascendant,1150,,,,,,,,,,,,
10,Scorpio,Rahu,Aquarius Ascendant,Rahu in Scorpio in 10,RAHU produces complete renunciation; the consciousness of the individual is merged with cosmic consciousness so as to keep him perpetually in a blissful state. He will have highly developed powers of spiritual healing.,Owns Houses 6 and ,Scorpio in 10,Rahu in 10,Rahu in Scorpio,Aquarius Ascendant,1151,,,,,,,,,,,,
10,Scorpio,Ketu,Aquarius Ascendant,Ketu in Scorpio in 10,KETU helps the native to attach no significance to any material attainment except being a benevolent force for the good of humanity. Such an individual can even sacrifice his life and walk to the gallows joyfully.,Owns Houses 11 and 2,Scorpio in 10,Ketu in 10,Ketu in Scorpio,Aquarius Ascendant,1152,,,,,,,,,,,,
10,Sagittarius,Sun,Piscis Ascendant,Sun in Sagittarius in 10,When the SUN occupies this sign the demeanor of the individual is regal and his career is often administrative. He functions as a leader and society looks to him for guidance and succor.,Owns Houses 6 and ,Sagittarius in 10,Sun in 10,Sun in Sagittarius,Piscis Ascendant,1153,,,,,,,,,,,,
10,Sagittarius,Moon,Piscis Ascendant,Moon in Sagittarius in 10,"The MOON makes the native’s life a channel of comfort and inspira­tion. People may come to him for guidance and consolation. His role in society will be that of a father providing sustenance, guidance, and protection, as well as that of a mother, giving comfort, solace, and inspiration.",Owns Houses 5 and ,Sagittarius in 10,Moon in 10,Moon in Sagittarius,Piscis Ascendant,1154,,,,,,,,,,,,
10,Sagittarius,Mercury,Piscis Ascendant,Mercury in Sagittarius in 10,MERCURY in this sign will provide abundant opportunities for the individual to develop his intellect. His sociability will be pronounced; his marriage and family life harmoniously assist his social functioning.,Owns Houses 4 and 7,Sagittarius in 10,Mercury in 10,Mercury in Sagittarius,Piscis Ascendant,1155,,,,,,,,,,,,
10,Sagittarius,Venus,Piscis Ascendant,Venus in Sagittarius in 10,"However, one must be careful about VENUS in this sign. The individ­ual under is influence will be respectful and well-placed in life, but his craving for material comforts and sensual gratification will often make him transgress social taboos.",Owns Houses 3 and 8,Sagittarius in 10,Venus in 10,Venus in Sagittarius,Piscis Ascendant,1156,,,,,,,,,,,,
10,Sagittarius,Mars,Piscis Ascendant,Mars in Sagittarius in 10,"MARS will give the native dauntless courage, skill in military strategy, respectful regard for his fellow workers, and a leadership role in society. There will he order and vision in everything he wishes to do.",Owns Houses 2 and 9,Sagittarius in 10,Mars in 10,Mars in Sagittarius,Piscis Ascendant,1157,,,,,,,,,,,,
10,Sagittarius,Jupiter,Piscis Ascendant,Jupiter in Sagittarius in 10,"JUPITER is extremely auspicious here; it bestows greatness, wisdom, status, and tremendous respectability. Even learned persons come to such an individual to seek enlightenment and guidance. He demonstrates considerable occult powers and a capacity for spiritual healing.",Owns Houses 10 and 1,Sagittarius in 10,Jupiter in 10,Jupiter in Sagittarius,Piscis Ascendant,1158,,,,,,,,,,,,
10,Sagittarius,Saturn,Piscis Ascendant,Saturn in Sagittarius in 10,"When in Sagittarius, SATURN will shed its traditional isolationist attitude. It will inspire the individual to give up his ruthless worldly designs and work for universal transformation, a better society, and uninhibited social intercourse.",Owns Houses 11 and 12,Sagittarius in 10,Saturn in 10,Saturn in Sagittarius,Piscis Ascendant,1159,,,,,,,,,,,,
